,timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
650,2022-10-20 11:57:49,3,2,1583064944215724034,tb_aank,kominfo ungkap tantangan penerapan metaverse di indonesianndirektur pemerdayaan informatika kementerian komunikasi dan informatika onifasius wahyu pudjianto mengungkapkan eerapa faktor yang menjadi tantangan penerapan teknologi metaverse di indonesia,"['kominfo', 'tantang', 'terap', 'metaverse', 'indonesianndirektur', 'daya', 'informatika', 'menteri', 'komunikasi', 'informatika', 'onifasius', 'wahyu', 'pudjianto', 'eerapa', 'faktor', 'tantang', 'terap', 'teknologi', 'metaverse', 'indonesia']",-10,negative
651,2022-10-20 11:57:27,0,1,1583064853236699137,CryptoKuta,direktur pemerdayaan informatika kemkominfoonifasius wahyu pudjianto ntantangan penerapan teknologi metaverse di indonexexxa,"['direktur', 'daya', 'informatika', 'kemkominfoonifasius', 'wahyu', 'pudjianto', 'ntantangan', 'terap', 'teknologi', 'metaverse', 'indonexexxa']",7,positive
652,2022-10-20 11:57:23,2,1,1583064834320449536,CryptoKuta,direktur pemerdayaan informatika kemkominfoonifasius wahyu pudjianto ntantangan penerapan teknologi metaverse di indonesianharus memastikan infrastrukturnya sudah sampai ke masyarakat indonesiann nn,"['direktur', 'daya', 'informatika', 'kemkominfoonifasius', 'wahyu', 'pudjianto', 'ntantangan', 'terap', 'teknologi', 'metaverse', 'indonesianharus', 'infrastruktur', 'masyarakat', 'indonesiann', 'nn']",7,positive
653,2022-10-20 11:54:46,0,0,1583064176372875267,Marbot_Udien,wisnu    kementerian kominfo tengah melakukan teroosan percepatan demi percepatan agaimana konektivitas itu isa menjangkau seluruh indonesian,"['wisnu', 'menteri', 'kominfo', 'teroosan', 'cepat', 'cepat', 'agaimana', 'konektivitas', 'isa', 'jangkau', 'indonesian']",0,neutral
662,2022-10-20 11:52:22,0,0,1583063574075019265,Marbot_Udien,wisnu    sejumlah platform seperti faceook google tiktok atau lainnya akan diputuskan oleh kementerian kominfo jika kedapatan menyearkan konten hoaks mengenai pesta demokrasi pemilu yang akan digelar dua tahun lagin,"['wisnu', 'platform', 'faceook', 'google', 'tiktok', 'putus', 'menteri', 'kominfo', 'dapat', 'arkan', 'konten', 'hoaks', 'pesta', 'demokrasi', 'milu', 'gelar', 'lagin']",4,positive
670,2022-10-20 11:51:11,0,0,1583063277692940288,Marbot_Udien,kominfo lewat aturan penyelenggara sistem elektronik pse memiliki otoritas memutus layanan digital aik itu faceook google tiktok atau lainnyan,"['kominfo', 'atur', 'selenggara', 'sistem', 'elektronik', 'pse', 'milik', 'otoritas', 'putus', 'layan', 'digital', 'aik', 'faceook', 'google', 'tiktok', 'lainnyan']",-2,negative
677,2022-10-20 11:50:19,0,0,1583063059089985538,lutfimove,pemeliharaanrenovasi interior kantor dinas kominfo oct  trend  irthday,"['pemeliharaanrenovasi', 'interior', 'kantor', 'dinas', 'kominfo', 'oct', 'trend', 'irthday']",0,neutral
684,2022-10-20 11:41:28,0,0,1583060829410578432,DTS_kominfo,uiux designer waji isa hal ininyuk pelajari hal lainnya di pelatihan digital talent scholarshipndaftarkan diri kamu ke   nn,"['uiux', 'designer', 'waji', 'isa', 'ininyuk', 'ajar', 'latih', 'digital', 'talent', 'scholarshipndaftarkan', 'nn']",-1,negative
686,2022-10-20 11:36:27,0,1,1583059566966603777,CryptoKuta,dirjen aptika kominfosemuel arijani pangerapan nnkementerian kominfo fokus mendukung perkemangan ekosistem industri gxexxa,"['dirjen', 'aptika', 'kominfosemuel', 'arijani', 'pangerapan', 'nnkementerian', 'kominfo', 'fokus', 'dukung', 'kemang', 'ekosistem', 'industri', 'gxexxa']",5,positive
687,2022-10-20 11:35:51,2,1,1583059418488352768,CryptoKuta,dirjen aptika kominfosemuel arijani pangerapan nnkementerian kominfo fokus mendukung perkemangan ekosistem industri gim serta menciptakan inisiatif yang dapat mendorong laju pertumuhan para pelaku industri gim di indonesiaxexxdnn n,"['dirjen', 'aptika', 'kominfosemuel', 'arijani', 'pangerapan', 'nnkementerian', 'kominfo', 'fokus', 'dukung', 'kemang', 'ekosistem', 'industri', 'gim', 'cipta', 'inisiatif', 'dorong', 'laju', 'pertumuhan', 'laku', 'industri', 'gim', 'indonesiaxexxdnn', 'n']",5,positive
689,2022-10-20 11:25:36,1,0,1583056836629913600,tb_aank,strategi menkominfo searkan info ktt gnnkementerian komunikasi dan informatika kominfo ekerja sama dengan media asing dan konsultan internasional untuk mengoptimalikan pelaksanaan strategi komunikasi pulik mengenai presidensi g indonesia,"['strategi', 'menkominfo', 'arkan', 'info', 'ktt', 'gnnkementerian', 'komunikasi', 'informatika', 'kominfo', 'ekerja', 'media', 'asing', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasi', 'pulik', 'presidensi', 'g', 'indonesia']",-7,negative
690,2022-10-20 11:25:28,0,0,1583056803063287808,SiWemp,gandeng media ssingnuntuk memperluas informasi presidensi gnke level internasional nn nn,"['gandeng', 'media', 'ssingnuntuk', 'luas', 'informasi', 'presidensi', 'gnke', 'level', 'internasional', 'nn', 'nn']",2,positive
691,2022-10-20 11:24:06,0,0,1583056458853539840,SiWemp,ini keren nnkolaorasi meta   ndlm hadirkan metaverse ndi ktt g ali nn nn,"['keren', 'nnkolaorasi', 'meta', 'ndlm', 'hadir', 'metaverse', 'ndi', 'ktt', 'g', 'ali', 'nn', 'nn']",-1,negative
692,2022-10-20 11:22:14,0,0,1583055990127484928,SiWemp,untuk mencapai ekosistem digital yang sehatn tekankan nkeamanan data kesehatan njadi prioritasnn nn,"['capai', 'ekosistem', 'digital', 'sehatn', 'tekan', 'nkeamanan', 'data', 'sehat', 'njadi', 'prioritasnn', 'nn']",-3,negative
693,2022-10-20 11:19:55,0,0,1583055406087405569,SiWemp,langkah  langkah penting pengawasan n  mementuk nsatgas penjaga keamanan nruang digital pemilu  nn nn,"['langkah', 'langkah', 'awas', 'n', 'mementuk', 'nsatgas', 'jaga', 'aman', 'nruang', 'digital', 'milu', 'nn', 'nn']",8,positive
695,2022-10-20 11:15:00,16,3,1583054169484759042,tokopedia,ikuti talk show umkm digital cemerlang melaju ersama kementerian kominfo yang akan memahas tips erisnis di era digital daftar  langsung dan dapatkan hadiah menarik erupa uang elektronik dengan total rpn,"['ikut', 'talk', 'show', 'umkm', 'digital', 'cemerlang', 'laju', 'ersama', 'menteri', 'kominfo', 'memahas', 'tips', 'erisnis', 'era', 'digital', 'daftar', 'langsung', 'dapat', 'hadiah', 'tarik', 'erupa', 'uang', 'elektronik', 'total', 'rpn']",10,positive
697,2022-10-20 11:12:15,0,0,1583053476946669574,WeAre_GARUDA,mantap nih n dukung progamers isa nmenjadi profesi yg menjanjikannn nn,"['mantap', 'nih', 'n', 'dukung', 'progamers', 'isa', 'nmenjadi', 'profesi', 'yg', 'menjanjikannn', 'nn']",9,positive
699,2022-10-20 11:09:16,1,0,1583052727659433984,Spy_Zone85,entuk dukungan lain dari  terhadap industri game adalah mementuk indonesia game developer exchange igdx ersama dengan asosiasi game indonesian n,"['entuk', 'dukung', 'industri', 'game', 'mementuk', 'indonesia', 'game', 'developer', 'exchange', 'igdx', 'ersama', 'asosiasi', 'game', 'indonesian', 'n']",9,positive
701,2022-10-20 11:08:09,2,0,1583052446691364864,AryPrasetyo_85,hal ini lah yang menjadikan gim seagai salah satu fokus kementerian kominfo mendukung perkemangan ekosistem industri gim serta menciptakan inisiatif yang dapat mendorong laju pertumuhan para pelaku industri gim di indonesian n,"['jadi', 'gim', 'aga', 'salah', 'fokus', 'menteri', 'kominfo', 'dukung', 'kemang', 'ekosistem', 'industri', 'gim', 'cipta', 'inisiatif', 'dorong', 'laju', 'pertumuhan', 'laku', 'industri', 'gim', 'indonesian', 'n']",0,neutral
702,2022-10-20 11:07:45,0,0,1583052345860329474,WeAre_GARUDA,kata kuncinya adalah pemerataannyang nyata agi indonesia nn menggelarnpelatihan literasi digital guru di ende nn,"['kunci', 'pemerataannyang', 'nyata', 'agi', 'indonesia', 'nn', 'menggelarnpelatihan', 'literasi', 'digital', 'guru', 'ende', 'nn']",8,positive
703,2022-10-20 11:07:21,1,0,1583052243447984128,Aryprasetyo85,pengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian komunikasi dan informatika  dalam pemangunan ekosistem ekonomi digitaln n,"['emang', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'komunikasi', 'informatika', 'mangun', 'ekosistem', 'ekonomi', 'digitaln', 'n']",-5,negative
704,2022-10-20 11:05:31,1,0,1583051781588021248,AryPrasetyo_85,memperkuat sinyal adalah kewenangan kementerian kominfo dengan memangun ase transceiver station atau tsn  n,"['kuat', 'sinyal', 'wenang', 'menteri', 'kominfo', 'mangun', 'ase', 'transceiver', 'station', 'tsn', 'n']",-1,negative
705,2022-10-20 11:04:20,0,0,1583051485566627840,karenpahaatas,wkwkw sudah sulit percaya sm kominfo duhhh,"['wkwkw', 'sulit', 'percaya', 'sm', 'kominfo', 'duhhh']",2,positive
706,2022-10-20 11:03:49,1,0,1583051354549125121,Spy_Zone85,tengah melakukan teroosan akselerasi demi mempercepat agaimana konektivitas itu isa menjangkau seluruh masyarakat indonesian  n,"['teroosan', 'akselerasi', 'cepat', 'agaimana', 'konektivitas', 'isa', 'jangkau', 'masyarakat', 'indonesian', 'n']",0,neutral
707,2022-10-20 11:02:57,1,0,1583051137540067328,AryPrasetyo_85,seelum memahas mahalnya gadget seenarnya infrastrukturnya sudah sampai enggak ke masyarakat indonesia itu saja akan menjadi suatu challenge yang sangatsangat luar iasan  n,"['seelum', 'memahas', 'mahal', 'gadget', 'seenarnya', 'infrastruktur', 'masyarakat', 'indonesia', 'challenge', 'sangatsangat', 'iasan', 'n']",3,positive
708,2022-10-20 11:02:14,1,0,1583050956610371584,Aryprasetyo85,eerapa faktor yang menjadi tantangan penerapan teknologi metaverse di indonesian  n,"['eerapa', 'faktor', 'tantang', 'terap', 'teknologi', 'metaverse', 'indonesian', 'n']",-8,negative
709,2022-10-20 11:01:33,0,0,1583050786510372866,MediaNasional1,perkuat jaringan imformasi kominfo tuaa study anding ke radio jawaxcxaarat,"['kuat', 'jaring', 'imformasi', 'kominfo', 'tuaa', 'study', 'anding', 'radio', 'jawaxcxaarat']",2,positive
710,2022-10-20 11:01:13,3,0,1583050699512086528,LekKacung,rawa rawa di jakarta mulai diersihkan lagi hari jumat esok juga ada ersih ersih rowo jomor klaten    nklaten n nklt n n nkhususnya saluran sungai anyak sampah plastik,"['rawa', 'rawa', 'jakarta', 'diersihkan', 'jumat', 'esok', 'ersih', 'ersih', 'rowo', 'jomor', 'klaten', 'nklaten', 'n', 'nklt', 'n', 'n', 'nkhususnya', 'salur', 'sungai', 'anyak', 'sampah', 'plastik']",5,positive
711,2022-10-20 11:01:05,1,0,1583050665894760449,Spy_Zone85,dengan demikian kerja sama itu akan diperarui seiring erkemangnya platform media sosial terleih saat ini ada aplikasi asal china yang anyak dipakai masyarakat yaitu tiktokn  n,"['kerja', 'aru', 'iring', 'erkemangnya', 'platform', 'media', 'sosial', 'terleih', 'aplikasi', 'china', 'anyak', 'pakai', 'masyarakat', 'tiktokn', 'n']",-3,negative
712,2022-10-20 11:00:58,0,0,1583050637537087488,bayangkara_co,peringati maulid nai muhammad saw plt kadis kominfo sumut ajak pegawai teladanixcxanai,"['ingat', 'maulid', 'nai', 'muhammad', 'saw', 'plt', 'kad', 'kominfo', 'sumut', 'ajak', 'pegawai', 'teladanixcxanai']",3,positive
713,2022-10-20 10:59:36,1,0,1583050294912782336,AryPrasetyo_85,sejumlah layanan platform seperti faceook google tiktok atau lainnya akan diputus oleh  jika kedapatan menyearkan konten hoaks mengenai pesta demokrasi pemilihan umum pemilu yang akan digelar dua tahun lagi n n,"['layan', 'platform', 'faceook', 'google', 'tiktok', 'putus', 'dapat', 'arkan', 'konten', 'hoaks', 'pesta', 'demokrasi', 'pilih', 'milu', 'gelar', 'n', 'n']",2,positive
714,2022-10-20 10:58:25,3,0,1583049995850502145,Aryprasetyo85,lewat aturan penyelenggara sistem elektronik pse mempunyai otoritas memutus layanan digital aik itu faceook google tiktok atau lainnyan  n,"['atur', 'selenggara', 'sistem', 'elektronik', 'pse', 'otoritas', 'putus', 'layan', 'digital', 'aik', 'faceook', 'google', 'tiktok', 'lainnyan', 'n']",-3,negative
715,2022-10-20 10:57:06,12,7,1583049666689904643,hyang_wisnu,tegas kominfo akan lokir platform yang iarkan penyearan hoax pemilunnfaceook google tiktok atau lainnya akan diputus oleh  jika kedapatan menyearkan konten hoaks mengenai pesta demokrasi pemilihan umum pemilun,"['kominfo', 'lokir', 'platform', 'iarkan', 'penyearan', 'hoax', 'pemilunnfaceook', 'google', 'tiktok', 'putus', 'dapat', 'arkan', 'konten', 'hoaks', 'pesta', 'demokrasi', 'pilih', 'pemilun']",-5,negative
722,2022-10-20 10:55:00,11,8,1583049137624616962,hyang_wisnu,kominfo ini tantangan penerapan metaverse di indonesianndirektur pemerdayaan  onifasius wahyu pudjianto mengungkapkan eerapa faktor yang menjadi tantangan penerapan teknologi metaverse di indonesian,"['kominfo', 'tantang', 'terap', 'metaverse', 'indonesianndirektur', 'daya', 'onifasius', 'wahyu', 'pudjianto', 'eerapa', 'faktor', 'tantang', 'terap', 'teknologi', 'metaverse', 'indonesian']",-8,negative
724,2022-10-20 10:51:11,12,7,1583048175006670848,hyang_wisnu,angun ekonomi digital kominfo fokus kemangkan game lokalnnpengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian komunikasi dan informatika  dalam pemangunan ekosistem ekonomi digitaln,"['angun', 'ekonomi', 'digital', 'kominfo', 'fokus', 'kemang', 'game', 'lokalnnpengemangan', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'komunikasi', 'informatika', 'mangun', 'ekosistem', 'ekonomi', 'digitaln']",-2,negative
725,2022-10-20 10:43:59,0,0,1583046366225235968,Mi9aWempy,merangkul tvxcxkomunitas nagarnisa ikut siaran di tv digitalnn nn,"['rangkul', 'tvxcxkomunitas', 'nagarnisa', 'siar', 'tv', 'digitalnn', 'nn']",-3,negative
726,2022-10-20 10:40:48,0,0,1583045562307203072,Mi9aWempy,literasi digital di era ini ke depanntelah jadi keniscayaan ndan harus jadi kelazimannagi seluruh lapisan terdidik masyarakat nn n nn,"['literasi', 'digital', 'era', 'depanntelah', 'niscaya', 'ndan', 'kelazimannagi', 'lapis', 'didik', 'masyarakat', 'nn', 'n', 'nn']",0,neutral
727,2022-10-20 10:30:00,1,0,1583042844268400640,idxcupdate,erisi konten radikal kominfo take down  tv streaming n,"['erisi', 'konten', 'radikal', 'kominfo', 'take', 'down', 'tv', 'streaming', 'n']",-7,negative
729,2022-10-20 10:14:49,0,0,1583039023484145664,nasibungkushh,urungdara  figuran wes uduk kominfo soale hahaha,"['urungdara', 'figuran', 'wes', 'uduk', 'kominfo', 'soale', 'hahaha']",0,neutral
730,2022-10-20 10:05:42,0,1,1583036732135854087,Aryprasetyo85,aank jaga ruang digital kondusif jelang pemilu kominfo pakai dua jurusnnkementerian komunikasi dan informatika atau kominfo menyamxexxa,"['aank', 'jaga', 'ruang', 'digital', 'kondusif', 'jelang', 'milu', 'kominfo', 'pakai', 'jurusnnkementerian', 'komunikasi', 'informatika', 'kominfo', 'menyamxexxa']",-3,negative
732,2022-10-20 09:57:09,0,0,1583034576842416128,tb_aank,yang kita lakukan tindakan preventif kata menteri kominfo johnny g plate di kutip dari antara rau,"['laku', 'tindak', 'preventif', 'menteri', 'kominfo', 'johnny', 'g', 'plate', 'kutip', 'rau']",4,positive
733,2022-10-20 09:56:40,4,1,1583034458772738048,tb_aank,jaga ruang digital kondusif jelang pemilu kominfo pakai dua jurusnnkementerian komunikasi dan informatika atau kominfo menyampaikan upaya yang dilakukan untuk menjaga ruang digital tetap kondusif menjelang pemilihan umum pemilu,"['jaga', 'ruang', 'digital', 'kondusif', 'jelang', 'milu', 'kominfo', 'pakai', 'jurusnnkementerian', 'komunikasi', 'informatika', 'kominfo', 'upaya', 'jaga', 'ruang', 'digital', 'kondusif', 'jelang', 'pilih', 'milu']",-9,negative
734,2022-10-20 09:56:34,0,0,1583034432944222208,KATADATAcoid,tv analog seindonesia akan dimatikan pada  novemer masyarakat mampu diimau segera memeli set top ox untuk isa menggunakan tv digital,"['tv', 'analog', 'indonesia', 'mati', 'novemer', 'masyarakat', 'diimau', 'mel', 'set', 'top', 'ox', 'isa', 'tv', 'digital']",4,positive
735,2022-10-20 09:45:16,0,0,1583031586987028480,AgungSetiyadi13,durung nemu mneh sing normalnkeanyakan sinyal dilokir kominfo,"['durung', 'nemu', 'mneh', 'sing', 'normalnkeanyakan', 'sinyal', 'dilokir', 'kominfo']",3,positive
737,2022-10-20 09:23:52,1,0,1583026203132559360,AswanaAktivix,min isa ga sih nasdem mintakan pak plate uat memerangus akun akun ternakan ot ot di semua medsos kalau sulit isa ga kominfo gercep tiap ada hoax menyerang anies nmasa sih sulit kalau sulit juga lacklist akun deni siregar dkk,"['min', 'isa', 'ga', 'sih', 'nasdem', 'minta', 'plate', 'uat', 'angus', 'akun', 'akun', 'terna', 'ot', 'ot', 'medsos', 'sulit', 'isa', 'ga', 'kominfo', 'gercep', 'hoax', 'serang', 'anies', 'nmasa', 'sih', 'sulit', 'sulit', 'lacklist', 'akun', 'den', 'siregar', 'dkk']",-10,negative
738,2022-10-20 09:17:14,0,379,1583024533291732993,ASN_Kominfo,anaklolina hallo ri  jika fee formula e egitu penting utk di erikan maka cukup tunjukan ke pulik ukti transfexexxa,"['anaklolina', 'hallo', 'ri', 'fee', 'formula', 'e', 'egitu', 'utk', 'erik', 'tunjuk', 'pulik', 'ukti', 'transfexexxa']",1,positive
739,2022-10-20 09:16:46,0,6,1583024417218523138,ASN_Kominfo,presiden  terima tony lair di istana merdeka nnn,"['presiden', 'terima', 'tony', 'lair', 'istana', 'merdeka', 'nnn']",5,positive
740,2022-10-20 09:16:21,0,294,1583024311790551040,ASN_Kominfo,para nelayan di kampung nelayan tanjung laut angka arat mengeluhkan kurangnya mesin perahu milik sendiri seagian milik oxexxa,"['nelayan', 'kampung', 'nelayan', 'tanjung', 'laut', 'angka', 'arat', 'keluh', 'kurang', 'mesin', 'perahu', 'milik', 'seagian', 'milik', 'oxexxa']",-5,negative
741,2022-10-20 09:15:07,0,0,1583023999357194240,kumparan,sampai dengan saat ini terhadap  televisi streaming yang ernuansa dan mempunyai konten radikalisme dan terorisme telah ditake down dan  url telah ditake down  ucap plate,"['televisi', 'streaming', 'ernuansa', 'konten', 'radikalisme', 'terorisme', 'ditake', 'down', 'url', 'ditake', 'down', 'plate']",-6,negative
742,2022-10-20 09:15:01,0,0,1583023977043087361,WartaEkonomi,ciptakan talenta digital target kominfo ukan main reut ruang digital dan kuasai ekonomi digital,"['cipta', 'talenta', 'digital', 'target', 'kominfo', 'ukan', 'main', 'reut', 'ruang', 'digital', 'kuasa', 'ekonomi', 'digital']",4,positive
743,2022-10-20 09:12:45,0,0,1583023405917343744,deep_hanshine,ruang uku kominfo,"['ruang', 'uku', 'kominfo']",-3,negative
744,2022-10-20 09:06:00,0,1,1583021707006468096,Aryprasetyo85,ku kementerian  akan ekerjasama dengan sejumlah lemaga untuk mengawasi pemilu  mendatang nnantinya kominfo akxexxa,"['ku', 'menteri', 'ekerjasama', 'laga', 'awas', 'milu', 'nnantinya', 'kominfo', 'akxexxa']",1,positive
745,2022-10-20 09:05:41,0,1,1583021624814895105,Aryprasetyo85,kementerian  akan menggandeng media dan konsultan internasional demi mengoptimalikan pelaksanaan strategi komunikasixexxa,"['menteri', 'gandeng', 'media', 'konsultan', 'internasional', 'mengoptimalikan', 'laksana', 'strategi', 'komunikasixexxa']",0,neutral
746,2022-10-20 09:05:35,0,1,1583021600366297089,Aryprasetyo85,dfa kominfo gandeng media asing perluas informasi presidensi g ke level internasionalnndalam pelaksanaan ktt g nantinya kemxexxa,"['dfa', 'kominfo', 'gandeng', 'media', 'asing', 'luas', 'informasi', 'presidensi', 'g', 'level', 'internasionalnndalam', 'laksana', 'ktt', 'g', 'kemxexxa']",2,positive
747,2022-10-20 09:05:27,0,1,1583021568984481793,Aryprasetyo85,kolaorasi metakominfo hadirkan metaverse di ktt g alinnteknologi metaverse ini akan menunjukkan cara yang leih efektif daxexxa,"['kolaorasi', 'metakominfo', 'hadir', 'metaverse', 'ktt', 'g', 'alinnteknologi', 'metaverse', 'leih', 'efektif', 'daxexxa']",4,positive
748,2022-10-20 09:05:20,0,1,1583021536960995328,Aryprasetyo85,dfa kolaorasi metakominfo hadirkan metaverse di ktt g alinnmetaverse yang diawa oleh meta dan  akan memerikanxexxa,"['dfa', 'kolaorasi', 'metakominfo', 'hadir', 'metaverse', 'ktt', 'g', 'alinnmetaverse', 'awa', 'meta', 'memerikanxexxa']",-1,negative
749,2022-10-20 09:05:15,0,1,1583021516425678849,Aryprasetyo85,ku kolaorasi meta hadirkan metaverse di ktt g alinneksiisi teknologi metaverse ini akan dipamerkan dlm acara dixexxa,"['ku', 'kolaorasi', 'meta', 'hadir', 'metaverse', 'ktt', 'g', 'alinneksiisi', 'teknologi', 'metaverse', 'pamer', 'dlm', 'acara', 'dixexxa']",-4,negative
750,2022-10-20 09:05:08,0,1,1583021489213018112,Aryprasetyo85,ku  gandeng media asing perluas informasi presidensi g ke level internasionalnnkerja sama terseut dilakukan juga uxexxa,"['ku', 'gandeng', 'media', 'asing', 'luas', 'informasi', 'presidensi', 'g', 'level', 'internasionalnnkerja', 'terseut', 'uxexxa']",2,positive
